productId,clicks,impressions,ctr
753387,0,1,0.00
753256,0,1,0.00
766544,0,1,0.00
768376,0,1,0.00
768228,0,1,0.00
767721,0,1,0.00
766100,0,1,0.00
765638,0,1,0.00
760363,0,1,0.00
760058,0,1,0.00
760002,0,1,0.00
750640,0,1,0.00
762121,0,1,0.00
767358,0,1,0.00
767315,0,1,0.00
765531,0,1,0.00
691787,0,2,0.00
701068,0,2,0.00
677327,0,2,0.00
659010,0,2,0.00
658731,0,2,0.00
656334,0,1,0.00
655283,0,3,0.00
653902,1,2,0.50
764224,0,2,0.00
691369,0,1,0.00
689496,0,2,0.00
689435,0,1,0.00
688574,0,2,0.00
682573,0,2,0.00
682399,0,2,0.00
764000,0,1,0.00
763796,0,1,0.00
753199,0,1,0.00
682380,0,2,0.00
682280,0,2,0.00
682273,0,2,0.00
682231,0,2,0.00
682068,0,1,0.00
681891,0,2,0.00
680736,0,2,0.00
550373,0,1,0.00
550121,0,2,0.00
550025,0,1,0.00
705674,0,3,0.00
546224,0,1,0.00
701895,0,2,0.00
610952,0,1,0.00
545872,0,3,0.00
609782,0,2,0.00
607737,0,2,0.00
630814,0,2,0.00
621575,0,2,0.00
620670,0,2,0.00
620249,0,2,0.00
545660,0,2,0.00
565221,0,2,0.00
618699,0,2,0.00
564563,0,3,0.00
647045,0,2,0.00
517496,0,1,0.00
480255,0,1,0.00
497114,0,2,0.00
497023,0,2,0.00
564483,0,3,0.00
489917,0,2,0.00
536654,0,1,0.00
552176,0,1,0.00
546584,0,1,0.00
526150,0,2,0.00
524173,0,2,0.00
321597,0,2,0.00
564325,0,4,0.00
313544,0,1,0.00
564105,0,4,0.00
297246,0,2,0.00
297160,0,2,0.00
282944,0,1,0.00
563548,0,4,0.00
250478,0,1,0.00
246066,0,2,0.00
168639,0,1,0.00
166151,0,2,0.00
735373,0,1,0.00
651039,0,1,0.00
753144,0,1,0.00
748760,0,2,0.00
753759,0,2,0.00
321090,0,2,0.00
534654,0,1,0.00
617375,0,1,0.00
562234,0,4,0.00
747193,0,1,0.00
589574,0,4,0.00
747213,0,2,0.00
540354,0,1,0.00
552265,0,1,0.00
556604,0,1,0.00
586077,0,4,0.00
579091,0,4,0.00
577961,0,3,0.00
576775,0,5,0.00
575860,0,5,0.00
570675,0,2,0.00
569149,0,2,0.00
600205,0,3,0.00
767920,0,1,0.00
734181,0,2,0.00
589063,0,1,0.00
502914,0,1,0.00
650127,0,1,0.00
653970,0,1,0.00
695360,0,1,0.00
736496,0,1,0.00
609168,0,2,0.00
598243,0,1,0.00
734055,0,1,0.00
698388,0,1,0.00
695647,0,1,0.00
717072,0,1,0.00
694160,0,1,0.00
402517,0,1,0.00
309677,0,2,0.00
683088,0,1,0.00
714458,0,1,0.00
679374,0,1,0.00
692883,0,1,0.00
618731,0,1,0.00
618723,0,1,0.00
618228,0,1,0.00
645076,0,1,0.00
645884,0,1,0.00
523165,0,1,0.00
509534,0,1,0.00
546159,0,1,0.00
559091,0,1,0.00
556140,0,1,0.00
566151,0,1,0.00
431103,0,1,0.00
424016,0,1,0.00
419576,0,1,0.00
203168,0,1,0.00
280107,0,1,0.00
708486,0,1,0.00
596553,0,1,0.00
593858,0,1,0.00
616245,0,1,0.00
465380,0,1,0.00
501051,0,1,0.00
484719,0,1,0.00
343079,0,1,0.00
339934,0,1,0.00
338493,0,2,0.00
389848,0,1,0.00
360350,0,1,0.00
320865,0,1,0.00
599422,0,1,0.00
694476,0,1,0.00
179385,0,3,0.00
179391,0,1,0.00
179408,0,1,0.00
179413,0,1,0.00
179406,0,1,0.00
175899,0,1,0.00
158960,0,1,0.00
160334,0,1,0.00
175858,0,1,0.00
169529,0,1,0.00
160506,0,1,0.00
172780,0,1,0.00
168777,0,1,0.00
171734,0,1,0.00
168562,0,1,0.00
168065,0,1,0.00
168133,0,1,0.00
166060,0,2,0.00
166653,0,1,0.00
167607,0,1,0.00
165890,0,1,0.00
163604,0,1,0.00
163745,0,1,0.00
167320,0,1,0.00
160342,0,1,0.00
158904,0,1,0.00
158896,0,1,0.00
135619,0,1,0.00
152412,0,1,0.00
158567,0,1,0.00
154807,0,1,0.00
152017,0,1,0.00
159033,0,1,0.00
151475,0,1,0.00
151483,0,1,0.00
150855,0,1,0.00
152496,0,1,0.00
150326,0,1,0.00
139964,0,1,0.00
145402,0,1,0.00
148832,0,1,0.00
146965,0,1,0.00
149778,0,1,0.00
145437,0,1,0.00
143055,0,1,0.00
144103,0,1,0.00
144397,0,1,0.00
129960,0,1,0.00
123790,0,1,0.00
138944,0,1,0.00
139186,0,1,0.00
135094,0,1,0.00
134325,0,1,0.00
133494,0,1,0.00
137088,0,1,0.00
133240,0,1,0.00
138321,0,1,0.00
135787,0,1,0.00
136126,0,1,0.00
137092,0,1,0.00
681718,0,3,0.00
681358,0,3,0.00
681280,0,3,0.00
680914,0,3,0.00
680899,0,3,0.00
679926,0,3,0.00
679724,0,3,0.00
568280,0,3,0.00
568199,0,4,0.00
568142,0,4,0.00
567603,0,4,0.00
303232,0,1,0.00
719287,0,1,0.00
748130,0,1,0.00
574249,0,3,0.00
572816,0,3,0.00
572151,0,3,0.00
571938,0,3,0.00
570431,0,3,0.00
715303,0,1,0.00
570303,0,3,0.00
569932,0,3,0.00
569769,0,3,0.00
569358,0,3,0.00
704872,0,1,0.00
694536,0,1,0.00
569340,0,3,0.00
568971,0,3,0.00
696423,0,1,0.00
568898,0,3,0.00
568759,0,3,0.00
561357,0,3,0.00
697232,0,1,0.00
559175,0,3,0.00
699892,0,1,0.00
558750,0,3,0.00
690734,0,1,0.00
683357,0,1,0.00
555003,0,3,0.00
554331,0,3,0.00
660666,0,1,0.00
598950,0,3,0.00
703403,0,1,0.00
511459,0,1,0.00
557520,0,2,0.00
736385,0,1,0.00
735815,0,1,0.00
624916,0,1,0.00
742563,0,1,0.00
589646,0,1,0.00
597672,0,3,0.00
596170,0,3,0.00
595619,0,3,0.00
448797,0,3,0.00
446035,0,3,0.00
441660,0,3,0.00
475017,0,1,0.00
474833,0,3,0.00
473786,0,3,0.00
471167,0,3,0.00
466590,0,3,0.00
455469,0,3,0.00
440137,0,3,0.00
428742,0,3,0.00
427095,0,3,0.00
426194,0,3,0.00
423088,0,4,0.00
422906,0,3,0.00
422597,0,3,0.00
421306,0,3,0.00
412283,0,3,0.00
411246,0,3,0.00
437665,0,3,0.00
437167,0,4,0.00
436992,0,3,0.00
435162,0,3,0.00
403196,0,3,0.00
400595,0,3,0.00
366194,0,3,0.00
356293,0,2,0.00
338867,0,3,0.00
336622,0,2,0.00
710018,0,3,0.00
713631,0,1,0.00
712060,0,1,0.00
709897,0,3,0.00
709714,0,3,0.00
747780,0,1,0.00
620652,0,1,0.00
708534,0,3,0.00
707927,0,3,0.00
706757,0,4,0.00
726575,0,4,0.00
726000,0,5,0.00
714094,0,1,0.00
725745,0,5,0.00
628231,0,2,0.00
628223,0,2,0.00
628197,0,3,0.00
628115,0,2,0.00
628044,0,2,0.00
750036,0,1,0.00
628040,0,2,0.00
748347,0,1,0.00
699619,0,1,0.00
627932,0,2,0.00
627833,0,2,0.00
627818,0,2,0.00
627727,0,2,0.00
627716,0,2,0.00
627690,0,2,0.00
627550,0,2,0.00
627540,0,2,0.00
627403,0,2,0.00
627399,0,2,0.00
627387,0,2,0.00
627348,0,2,0.00
627197,0,2,0.00
627195,0,2,0.00
627177,0,2,0.00
611897,0,1,0.00
627164,0,2,0.00
684749,0,1,0.00
627088,0,3,0.00
626969,0,2,0.00
583467,0,1,0.00
626466,0,2,0.00
626402,0,2,0.00
626375,0,2,0.00
731734,0,1,0.00
626356,0,7,0.00
620563,0,1,0.00
715625,0,1,0.00
626348,0,2,0.00
626319,0,2,0.00
626106,0,3,0.00
626101,0,2,0.00
523245,0,1,0.00
626093,0,2,0.00
625837,0,2,0.00
625811,0,2,0.00
625791,0,2,0.00
555930,0,1,0.00
556582,0,1,0.00
560811,0,1,0.00
625687,0,2,0.00
625677,0,2,0.00
625560,0,2,0.00
625551,0,2,0.00
625251,0,2,0.00
625181,0,2,0.00
625164,0,2,0.00
625113,0,2,0.00
624678,0,3,0.00
624587,0,2,0.00
562559,0,1,0.00
589533,0,2,0.00
589657,0,2,0.00
566007,0,2,0.00
570387,0,2,0.00
571603,0,2,0.00
571868,0,2,0.00
553737,0,2,0.00
603225,0,2,0.00
607300,0,2,0.00
595831,0,3,0.00
523435,0,2,0.00
525575,0,2,0.00
763292,1,0,possible issue
583261,0,2,0.00
691299,0,3,0.00
644988,0,3,0.00
689036,0,3,0.00
747450,0,3,0.00
647556,0,3,0.00
750695,0,3,0.00
583856,0,3,0.00
757303,0,3,0.00
586650,0,3,0.00
582614,0,3,0.00
570908,0,3,0.00
700854,0,3,0.00
688921,0,3,0.00
642160,0,3,0.00
755990,0,3,0.00
629764,0,3,0.00
528960,0,3,0.00
719588,0,3,0.00
601875,0,3,0.00
558979,0,3,0.00
588474,0,3,0.00
647634,1,3,0.33
743166,0,3,0.00
724472,0,3,0.00
628190,0,3,0.00
712695,0,3,0.00
625669,0,3,0.00
761106,0,3,0.00
691364,0,3,0.00
758988,0,3,0.00
748539,0,3,0.00
747141,0,3,0.00
748174,0,3,0.00
759575,0,3,0.00
765346,0,3,0.00
757401,0,3,0.00
758914,0,3,0.00
759100,0,3,0.00
762076,0,3,0.00
757506,0,3,0.00
761204,0,3,0.00
759135,0,3,0.00
747796,0,3,0.00
757397,0,3,0.00
765189,0,3,0.00
767145,0,3,0.00
759776,0,3,0.00
761538,0,3,0.00
763402,0,3,0.00
762924,0,3,0.00
763044,0,5,0.00
746925,0,3,0.00
759978,0,3,0.00
765750,0,3,0.00
770097,0,5,0.00
723735,0,1,0.00
749401,0,1,0.00
670887,0,1,0.00
716946,0,1,0.00
620907,0,1,0.00
694273,0,1,0.00
615862,0,1,0.00
768011,0,1,0.00
769592,0,2,0.00
725082,0,1,0.00
698366,0,1,0.00
681282,0,1,0.00
593998,0,1,0.00
722221,0,1,0.00
650074,0,1,0.00
716406,0,1,0.00
713671,0,1,0.00
737696,0,1,0.00
725258,0,1,0.00
730097,0,1,0.00
735863,0,1,0.00
723853,0,1,0.00
749634,0,1,0.00
590397,0,1,0.00
750504,0,1,0.00
747725,0,1,0.00
649999,0,1,0.00
768453,0,3,0.00
746104,0,1,0.00
722409,0,1,0.00
621253,0,1,0.00
607865,0,1,0.00
651349,0,1,0.00
660117,0,1,0.00
672264,0,1,0.00
672198,0,1,0.00
592049,0,1,0.00
580856,0,1,0.00
742740,0,1,0.00
738393,0,1,0.00
742728,0,1,0.00
738147,0,1,0.00
725516,0,1,0.00
704432,0,1,0.00
704442,0,1,0.00
736382,0,1,0.00
721384,0,1,0.00
630599,0,1,0.00
710856,0,1,0.00
396994,0,1,0.00
677209,0,1,0.00
768207,0,1,0.00
689284,0,1,0.00
725493,0,1,0.00
542080,0,1,0.00
346651,0,1,0.00
531683,0,1,0.00
524536,0,1,0.00
534331,0,1,0.00
532571,0,1,0.00
672683,0,2,0.00
671259,0,2,0.00
671129,0,2,0.00
668401,0,2,0.00
667637,0,2,0.00
667624,0,2,0.00
717771,0,1,0.00
686732,0,1,0.00
692839,0,1,0.00
678488,0,2,0.00
677143,0,1,0.00
675509,0,1,0.00
658553,0,1,0.00
658468,0,1,0.00
687272,0,1,0.00
687153,0,1,0.00
679839,0,1,0.00
678798,0,1,0.00
567350,0,1,0.00
567333,0,2,0.00
565077,0,1,0.00
590018,0,3,0.00
589787,0,2,0.00
586694,0,2,0.00
585813,0,1,0.00
585415,0,2,0.00
584320,0,1,0.00
580266,0,3,0.00
594383,0,3,0.00
594126,0,3,0.00
594098,0,4,0.00
590924,0,2,0.00
579233,0,2,0.00
576770,0,2,0.00
576403,0,2,0.00
575283,0,4,0.00
574749,0,3,0.00
569026,0,1,0.00
558036,0,1,0.00
556346,0,1,0.00
597578,0,1,0.00
595820,0,1,0.00
595604,0,1,0.00
595278,0,3,0.00
449433,0,4,0.00
440889,0,4,0.00
467918,0,2,0.00
418838,0,3,0.00
309032,0,2,0.00
295261,0,2,0.00
150118,0,2,0.00
236154,0,2,0.00
313875,0,1,0.00
302638,0,1,0.00
307614,0,2,0.00
271292,0,2,0.00
294975,0,1,0.00
321581,0,2,0.00
305865,0,1,0.00
280303,0,1,0.00
252319,0,1,0.00
307105,0,2,0.00
236326,0,2,0.00
232023,0,2,0.00
255028,0,1,0.00
263356,0,1,0.00
321321,0,1,0.00
201548,0,2,0.00
250626,0,2,0.00
245996,0,1,0.00
344299,0,1,0.00
377952,0,1,0.00
378330,0,1,0.00
392981,0,2,0.00
625597,0,3,0.00
623462,0,3,0.00
767425,0,6,0.00
770359,0,6,0.00
769889,0,6,0.00
767866,0,2,0.00
765907,0,4,0.00
768705,0,3,0.00
765853,0,5,0.00
770424,0,4,0.00
769395,0,4,0.00
769085,0,4,0.00
767740,0,5,0.00
764696,0,4,0.00
769968,0,2,0.00
769799,1,3,0.33
769529,0,2,0.00
768704,0,3,0.00
768480,0,3,0.00
769985,0,2,0.00
769941,0,2,0.00
768948,0,2,0.00
768061,0,3,0.00
767432,0,2,0.00
769408,0,2,0.00
768769,0,2,0.00
768726,0,2,0.00
767565,0,2,0.00
768549,0,1,0.00
769425,0,1,0.00
769405,0,1,0.00
766085,0,1,0.00
767532,0,1,0.00
767680,0,1,0.00
767640,0,1,0.00
770092,0,1,0.00
768723,0,1,0.00
768481,0,2,0.00
767900,0,2,0.00
767401,0,1,0.00
766779,0,2,0.00
765421,0,1,0.00
766945,0,1,0.00
766391,0,1,0.00
765474,0,1,0.00
766456,0,1,0.00
768249,0,1,0.00
765310,0,1,0.00
768013,0,1,0.00
765506,0,1,0.00
766273,0,1,0.00
768358,0,1,0.00
766083,0,1,0.00
765831,0,1,0.00
768495,0,1,0.00
768440,0,1,0.00
766799,0,1,0.00
765491,0,1,0.00
742253,0,1,0.00
766910,0,1,0.00
766309,0,1,0.00
765459,0,1,0.00
691814,0,1,0.00
700339,0,3,0.00
686583,0,2,0.00
728075,0,3,0.00
684655,0,3,0.00
684840,0,3,0.00
608473,0,2,0.00
531155,0,3,0.00
602202,0,2,0.00
643985,0,4,0.00
581306,0,2,0.00
629150,0,2,0.00
629248,0,2,0.00
730949,0,2,0.00
736003,0,2,0.00
616885,0,2,0.00
739481,0,2,0.00
591577,0,2,0.00
736918,0,2,0.00
710662,1,1,1.00
760471,1,1,1.00
706682,0,1,0.00
753787,0,1,0.00
257315,0,2,0.00
537207,1,0,possible issue
563354,0,4,0.00
562522,0,5,0.00
545048,1,1,1.00
759378,1,0,possible issue
752034,0,1,0.00
769623,0,1,0.00
769403,0,1,0.00
590275,0,4,0.00
767208,0,2,0.00
590213,0,4,0.00
589212,0,3,0.00
767036,0,1,0.00
589199,0,4,0.00
768778,0,1,0.00
768747,0,1,0.00
589096,0,4,0.00
588519,0,4,0.00
767646,0,1,0.00
766187,0,1,0.00
769366,0,1,0.00
768284,0,1,0.00
767845,0,2,0.00
769741,0,1,0.00
768002,0,1,0.00
586307,0,4,0.00
585834,0,4,0.00
584975,0,4,0.00
583951,0,3,0.00
583678,0,5,0.00
583490,0,4,0.00
581839,0,4,0.00
580988,0,4,0.00
580913,0,4,0.00
580223,0,4,0.00
580027,0,4,0.00
579987,0,5,0.00
594910,1,5,0.20
594835,0,4,0.00
593767,0,5,0.00
593408,0,5,0.00
593336,0,5,0.00
593261,0,5,0.00
593205,0,4,0.00
590868,0,3,0.00
590617,0,3,0.00
579476,0,3,0.00
579206,0,3,0.00
578977,0,3,0.00
578778,0,3,0.00
578297,0,4,0.00
577663,0,4,0.00
577651,0,3,0.00
577587,0,4,0.00
577530,0,4,0.00
577358,0,4,0.00
577257,0,5,0.00
576177,0,4,0.00
575371,0,7,0.00
575267,0,6,0.00
575229,0,6,0.00
604477,0,8,0.00
604118,0,6,0.00
602673,0,4,0.00
600927,0,4,0.00
574353,0,4,0.00
450787,0,2,0.00
439281,0,3,0.00
421810,0,3,0.00
447286,0,2,0.00
443716,0,2,0.00
393993,0,2,0.00
419047,0,3,0.00
411887,0,3,0.00
332557,0,2,0.00
328795,0,2,0.00
299609,0,3,0.00
292116,0,3,0.00
258619,0,3,0.00
222374,0,5,0.00
210955,0,3,0.00
464052,0,2,0.00
401785,0,2,0.00
268420,0,2,0.00
614346,0,2,0.00
691127,0,2,0.00
591934,0,2,0.00
711277,0,2,0.00
739565,0,2,0.00
641855,0,2,0.00
667449,0,2,0.00
672590,0,2,0.00
506163,0,2,0.00
614286,0,2,0.00
577876,0,4,0.00
578713,0,3,0.00
579470,0,4,0.00
581433,0,4,0.00
581856,0,4,0.00
584227,0,4,0.00
587450,0,4,0.00
593991,0,5,0.00
598161,0,3,0.00
603482,0,3,0.00
608798,0,3,0.00
611648,0,3,0.00
553358,0,2,0.00
561194,0,2,0.00
561566,0,2,0.00
564286,0,3,0.00
564435,0,4,0.00
565024,0,4,0.00
570031,0,3,0.00
572947,0,4,0.00
575688,0,4,0.00
575737,0,5,0.00
575864,0,3,0.00
538582,0,2,0.00
539769,0,2,0.00
541038,0,2,0.00
541201,1,2,0.50
542214,0,2,0.00
625290,0,2,0.00
629388,0,2,0.00
629720,0,4,0.00
630882,0,2,0.00
760443,0,1,0.00
763017,0,1,0.00
743537,0,1,0.00
743646,0,1,0.00
743568,0,1,0.00
733706,0,1,0.00
765118,0,1,0.00
763907,0,5,0.00
763704,0,1,0.00
762266,0,1,0.00
763833,0,1,0.00
747583,0,1,0.00
624521,0,2,0.00
624498,0,2,0.00
624301,0,2,0.00
624223,0,2,0.00
624187,0,2,0.00
624127,0,2,0.00
761228,0,1,0.00
624096,0,2,0.00
623860,0,2,0.00
747812,0,1,0.00
747174,0,1,0.00
623821,0,2,0.00
623681,0,2,0.00
623644,0,8,0.00
623619,0,3,0.00
623204,0,2,0.00
253409,0,1,0.00
749694,0,1,0.00
257193,0,1,0.00
249016,0,1,0.00
249237,0,1,0.00
252856,0,1,0.00
249410,0,1,0.00
252314,0,1,0.00
251104,0,1,0.00
247705,0,1,0.00
249078,0,1,0.00
239899,0,1,0.00
762135,0,1,0.00
754821,0,1,0.00
761872,0,1,0.00
764024,0,1,0.00
743493,0,1,0.00
743013,0,1,0.00
760240,0,1,0.00
762548,0,1,0.00
751888,0,1,0.00
758676,0,1,0.00
720532,0,1,0.00
761994,0,1,0.00
761789,0,1,0.00
762592,0,1,0.00
763628,0,1,0.00
756900,0,1,0.00
757761,0,1,0.00
765128,0,1,0.00
763779,0,1,0.00
757677,0,1,0.00
672322,0,1,0.00
764865,0,1,0.00
